customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02793,Male,0,Yes,No,30,Yes,No,No,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,77.97,2311.86,No
CUST02794,Female,1,Yes,No,7,Yes,No,No,No internet,No internet,No internet,No internet,Yes,No internet,Month-to-month,No,Electronic check,50.71,252.11,Yes
CUST02795,Female,1,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,81.94,2271.53,No
CUST02796,Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No internet,Yes,Month-to-month,No,Mailed check,63.32,1934.51,Yes
CUST02797,Female,0,No,No,28,No,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,75.36,2253.16,No
CUST02798,Male,0,Yes,No,46,No,No phone service,Fiber optic,No,No internet,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.44,1936.92,Yes
CUST02799,Male,0,Yes,Yes,2,No,No,No,No,No,No,No internet,No,No internet,Month-to-month,Yes,Bank transfer,68.64,209.71,Yes
CUST02800,Female,0,Yes,No,2,Yes,No,No,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,23.93,199.8,No
CUST02801,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet,Month-to-month,Yes,Mailed check,43.56,929.12,Yes
CUST02802,Female,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No internet,No,No,Month-to-month,No,Electronic check,103.14,7254.79,No
CUST02803,Female,0,No,Yes,15,No,No,DSL,No internet,No,No,No,No,Yes,Two year,No,Mailed check,56.36,707.17,No
CUST02804,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,No internet,No,Two year,Yes,Mailed check,79.34,5707.91,No
CUST02805,Male,0,No,No,66,Yes,No,Fiber optic,No,No,No internet,No,Yes,No,Month-to-month,Yes,Bank transfer,97.12,6192.18,Yes
CUST02806,Male,0,No,No,55,Yes,Yes,DSL,Yes,No internet,No internet,No internet,Yes,Yes,Month-to-month,No,Bank transfer,75.56,4270.53,Yes
CUST02807,Male,0,No,Yes,57,Yes,No,DSL,No internet,No,No,No internet,Yes,No,One year,Yes,Mailed check,63.61,3402.66,No
CUST02808,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.7,5166.98,No
CUST02809,Female,0,Yes,No,41,No,Yes,DSL,No,No,No internet,Yes,No,Yes,Month-to-month,Yes,Bank transfer,74.44,3084.01,Yes
CUST02810,Male,0,Yes,No,28,Yes,No,DSL,No internet,No,No,No internet,No internet,No,Month-to-month,Yes,Credit card,44.8,1323.57,Yes
CUST02811,Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No internet,No,No,No internet,Yes,No,One year,Yes,Electronic check,38.44,112.92,Yes
CUST02812,Male,0,Yes,Yes,3,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,36.43,273.38,Yes
CUST02813,Female,0,No,No,3,Yes,No phone service,Fiber optic,No,Yes,No internet,No internet,No,No internet,One year,Yes,Electronic check,33.74,140.49,No
CUST02814,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet,No,One year,No,Mailed check,47.96,0.0,Yes
CUST02815,Female,1,Yes,Yes,2,Yes,Yes,No,No internet,No,No internet,Yes,No internet,Yes,Month-to-month,No,Electronic check,59.85,138.57,Yes
CUST02816,Female,0,Yes,No,60,Yes,No,DSL,Yes,No internet,No,Yes,No,No,Month-to-month,No,Credit card,86.36,5221.23,Yes
CUST02817,Male,0,Yes,No,26,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet,Month-to-month,No,Mailed check,71.39,1880.28,Yes
CUST02818,Male,0,No,Yes,8,Yes,No,No,No internet,No,No internet,No,Yes,No,Month-to-month,Yes,Electronic check,66.68,485.71,No
CUST02819,Female,0,No,No,37,Yes,Yes,DSL,No internet,Yes,No,No internet,Yes,No,Month-to-month,Yes,Credit card,83.79,3220.86,Yes
CUST02820,Female,0,No,No,16,Yes,No,No,No,No internet,No,No internet,No,Yes,One year,No,Electronic check,65.3,1005.92,No
CUST02821,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.84,158.64,Yes
CUST02822,Male,0,No,No,51,Yes,No phone service,DSL,Yes,No,No internet,No internet,Yes,No internet,One year,No,Electronic check,90.02,4506.82,No
CUST02823,Female,0,Yes,No,9,Yes,No,No,No,No,No,No internet,Yes,Yes,One year,Yes,Electronic check,60.69,638.99,Yes
CUST02824,Female,0,No,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer,49.71,1611.29,Yes
CUST02825,Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,No,No,No internet,No,Yes,Month-to-month,No,Electronic check,33.11,384.89,Yes
CUST02826,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No internet,Yes,Yes,No,Two year,Yes,Bank transfer,52.61,734.48,No
CUST02827,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,No internet,No,No,No,Yes,Two year,Yes,Bank transfer,74.73,2908.35,No
CUST02828,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,47.41,,No
CUST02829,Male,0,No,No,72,Yes,No,Fiber optic,No internet,Yes,No,No,No internet,No,Month-to-month,No,Mailed check,89.41,6467.73,Yes
CUST02830,Female,0,Yes,Yes,1,No,No,Fiber optic,Yes,No,No,Yes,No internet,No internet,Two year,No,Mailed check,46.63,94.77,No
CUST02831,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No internet,No,Yes,No internet,No internet,Month-to-month,Yes,Credit card,45.21,746.26,No
CUST02832,Male,0,Yes,No,59,Yes,No,Fiber optic,No internet,No internet,Yes,No internet,Yes,Yes,Month-to-month,Yes,Electronic check,40.6,2340.35,Yes
CUST02833,Male,0,No,No,69,Yes,No,No,No,No,Yes,No,No internet,Yes,Month-to-month,No,Electronic check,66.2,4377.61,No
CUST02834,Male,0,Yes,No,6,No,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,79.21,464.03,No
CUST02835,Male,0,No,No,3,Yes,No,No,No,No,Yes,No internet,No,Yes,One year,Yes,Electronic check,65.94,128.17,No
CUST02836,Female,0,No,No,30,Yes,No phone service,DSL,No internet,No,Yes,No internet,No,Yes,Month-to-month,No,Electronic check,53.77,1544.26,Yes
CUST02837,Male,0,Yes,Yes,1,Yes,Yes,No,Yes,No,No internet,No,No,Yes,Two year,Yes,Bank transfer,42.48,271.35,No
CUST02838,Male,0,Yes,No,15,Yes,Yes,No,No internet,Yes,No internet,No,Yes,No internet,One year,No,Electronic check,49.97,816.27,No
CUST02839,Male,0,Yes,No,38,Yes,No phone service,Fiber optic,Yes,Yes,No internet,No,Yes,No internet,Two year,Yes,Mailed check,85.35,3240.64,Yes
CUST02840,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No internet,No,No,No,Month-to-month,No,Credit card,73.14,1411.95,No
CUST02841,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No internet,No internet,No internet,No internet,No internet,No internet,One year,No,Mailed check,66.46,215.45,No
CUST02842,Male,0,Yes,No,16,Yes,No phone service,No,No internet,Yes,No internet,Yes,No,No,Month-to-month,Yes,Mailed check,42.81,781.78,Yes
CUST02843,Male,0,No,Yes,61,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,107.29,6517.1,Yes
CUST02844,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No internet,Yes,Yes,One year,Yes,Credit card,57.14,1205.65,No
CUST02845,Female,0,Yes,No,30,Yes,No,Fiber optic,No internet,No,No,No,Yes,No,Month-to-month,No,Bank transfer,77.56,2490.01,No
CUST02846,Female,0,No,No,9,Yes,No,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,58.88,451.24,Yes
CUST02847,Female,1,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,36.84,389.38,No
CUST02848,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,45.77,411.16,Yes
CUST02849,Female,0,Yes,No,18,Yes,No phone service,Fiber optic,No,No internet,No,No,No internet,No internet,Month-to-month,No,Mailed check,58.4,1119.11,Yes
CUST02850,Female,0,No,Yes,7,Yes,No,No,No internet,Yes,No internet,No,Yes,No,Month-to-month,No,Mailed check,41.13,191.87,Yes
CUST02851,Male,0,Yes,No,18,Yes,No,DSL,Yes,Yes,No,No,No internet,No internet,Month-to-month,No,Mailed check,36.79,809.32,Yes
CUST02852,Male,0,No,Yes,29,Yes,Yes,No,Yes,No internet,No,No,Yes,No,One year,Yes,Electronic check,57.61,1909.83,No
CUST02853,Female,0,No,No,31,Yes,No,DSL,No,No,No,No internet,No internet,No internet,Month-to-month,No,Mailed check,85.11,2537.12,No
CUST02854,Female,1,Yes,No,4,Yes,Yes,DSL,No,No,No internet,Yes,Yes,Yes,One year,Yes,Credit card,70.28,272.94,No
CUST02855,Male,1,No,No,33,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,68.17,2160.03,No
CUST02856,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,66.29,1689.14,No
CUST02857,Male,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,29.58,0.0,Yes
CUST02858,Male,1,No,No,1,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60.15,189.66,Yes
CUST02859,Male,0,Yes,Yes,24,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,32.81,644.98,Yes
CUST02860,Male,0,Yes,No,11,Yes,No,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,37.62,485.82,Yes
CUST02861,Female,0,Yes,No,3,No,Yes,Fiber optic,No internet,No internet,Yes,No internet,No internet,No internet,Month-to-month,No,Mailed check,63.4,266.14,Yes
CUST02862,Male,0,Yes,No,1,Yes,No phone service,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,41.4,0.0,Yes
CUST02863,Male,0,Yes,No,4,Yes,Yes,DSL,No internet,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,44.99,182.36,No
CUST02864,Female,0,Yes,Yes,72,Yes,No,No,No,Yes,Yes,No internet,Yes,No,Two year,Yes,Credit card,84.31,6013.25,Yes
CUST02865,Male,0,No,No,31,Yes,Yes,DSL,No internet,Yes,No,No,No internet,No internet,Month-to-month,Yes,Mailed check,88.43,2753.59,Yes
CUST02866,Female,0,Yes,No,18,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet,No,Yes,Month-to-month,Yes,Bank transfer,18.0,508.98,No
CUST02867,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.8,4658.88,Yes
CUST02868,Female,0,No,Yes,23,Yes,No,No,Yes,No,No,Yes,Yes,No internet,Two year,Yes,Electronic check,96.87,2257.64,No
CUST02869,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No internet,No internet,No,No internet,Two year,Yes,Mailed check,82.56,,No
CUST02870,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet,No,Month-to-month,Yes,Electronic check,60.93,499.13,Yes
CUST02871,Female,0,Yes,No,21,Yes,No,No,No internet,No,Yes,No,No,Yes,One year,No,Electronic check,64.03,1376.87,No
CUST02872,Male,1,Yes,No,3,Yes,Yes,No,No,Yes,No,Yes,Yes,No internet,Month-to-month,Yes,Electronic check,57.34,231.55,Yes
CUST02873,Female,1,No,No,12,Yes,No,DSL,No,No,No,No internet,No internet,No,Month-to-month,Yes,Electronic check,44.98,486.94,No
CUST02874,Female,0,Yes,No,0,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,43.25,0.0,No
CUST02875,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No internet,One year,Yes,Bank transfer,50.23,92.23,Yes
CUST02876,Female,0,No,No,1,No,Yes,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.24,68.18,Yes
CUST02877,Female,0,No,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No internet,Yes,Month-to-month,No,Electronic check,60.3,717.0,No
CUST02878,Male,1,No,No,44,No,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card,82.53,3671.01,Yes
CUST02879,Female,1,No,No,11,Yes,No,Fiber optic,No internet,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.24,681.23,Yes
CUST02880,Female,0,Yes,No,42,Yes,No,DSL,No internet,No,Yes,No,Yes,No internet,One year,Yes,Bank transfer,63.49,2612.69,No
CUST02881,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No internet,No,No internet,No,No,Month-to-month,Yes,Credit card,35.87,887.27,Yes
CUST02882,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No internet,No internet,No,No internet,Yes,Two year,Yes,Electronic check,61.49,810.75,No
CUST02883,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.94,189.97,Yes
CUST02884,Female,0,Yes,No,61,Yes,No,Fiber optic,No,No internet,No,No,Yes,Yes,Month-to-month,Yes,Credit card,74.82,4738.17,Yes
CUST02885,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No internet,No internet,No,No internet,No internet,Month-to-month,No,Electronic check,65.43,83.99,Yes
CUST02886,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.51,2090.36,Yes
CUST02887,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,66.07,1563.05,No
CUST02888,Male,0,No,No,13,Yes,No,No,No internet,No internet,Yes,Yes,No internet,No,Month-to-month,No,Electronic check,74.45,1067.66,No
CUST02889,Male,0,Yes,Yes,6,Yes,No,No,No,No,Yes,No,Yes,No,Two year,Yes,Credit card,62.82,448.15,No
CUST02890,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,54.07,,No
CUST02891,Male,0,Yes,Yes,49,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,44.11,2194.42,No
CUST02892,Female,0,Yes,Yes,43,Yes,Yes,DSL,No,No internet,Yes,Yes,No,No internet,Month-to-month,Yes,Mailed check,64.81,2872.1,No
CUST02893,Male,0,No,No,68,No,Yes,DSL,No internet,No,No,No,No internet,No,Month-to-month,No,Mailed check,82.32,5547.18,Yes
CUST02894,Male,1,Yes,Yes,8,Yes,No,Fiber optic,No internet,Yes,Yes,No internet,Yes,Yes,Month-to-month,Yes,Mailed check,63.7,643.68,Yes
CUST02895,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No internet,Yes,No,No internet,No,No,One year,Yes,Credit card,30.86,495.3,Yes
CUST02896,Female,0,No,Yes,0,Yes,Yes,DSL,No internet,Yes,Yes,No,No,No internet,Two year,No,Credit card,52.43,39.49,No
CUST02897,Male,0,Yes,No,68,No,No,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,94.66,6401.04,No
CUST02898,Female,0,Yes,No,9,Yes,No,No,Yes,Yes,Yes,No internet,No,No,Month-to-month,Yes,Mailed check,48.54,316.19,Yes
CUST02899,Female,1,Yes,No,12,Yes,No,No,No,No,No,No internet,No,No,Month-to-month,Yes,Electronic check,72.32,906.26,No
CUST02900,Female,0,No,No,57,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,68.05,3876.96,Yes
CUST02901,Female,1,No,No,17,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,71.68,1153.97,Yes
CUST02902,Male,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,87.71,1655.74,Yes
CUST02903,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No internet,No internet,No internet,Yes,Month-to-month,No,Electronic check,55.36,116.24,Yes
CUST02904,Female,0,Yes,No,16,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,40.34,651.61,No
CUST02905,Male,1,Yes,No,60,Yes,No phone service,Fiber optic,No,No internet,No,Yes,No internet,No,Month-to-month,No,Electronic check,100.69,6089.61,Yes
CUST02906,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No internet,No,No,Yes,Yes,Month-to-month,Yes,Credit card,54.99,1097.08,Yes
CUST02907,Male,0,No,No,7,No,No,Fiber optic,No internet,Yes,Yes,Yes,Yes,No internet,Two year,No,Mailed check,41.36,610.37,No
CUST02908,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No internet,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,38.32,72.82,Yes
CUST02909,Male,1,No,No,9,Yes,No,No,No internet,No,No,No,Yes,No,Month-to-month,No,Bank transfer,67.64,,No
CUST02910,Female,0,Yes,Yes,20,Yes,Yes,No,No internet,No internet,No,No internet,No internet,No internet,One year,Yes,Credit card,60.22,1204.92,No
CUST02911,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,69.33,0.0,No
CUST02912,Female,1,Yes,No,22,Yes,Yes,DSL,Yes,No,No internet,No,No internet,No internet,Month-to-month,No,Bank transfer,76.82,1647.96,Yes
CUST02913,Female,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No internet,No,No,Yes,Two year,No,Electronic check,72.48,1411.11,No
CUST02914,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,67.88,2360.97,Yes
CUST02915,Male,0,Yes,Yes,0,Yes,Yes,DSL,Yes,No internet,No,No internet,No,Yes,Month-to-month,No,Electronic check,56.9,8.29,Yes
CUST02916,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No internet,Yes,Month-to-month,Yes,Electronic check,66.83,2410.69,Yes
CUST02917,Male,1,No,No,17,Yes,Yes,No,No,No,No,No internet,No,Yes,Month-to-month,Yes,Bank transfer,95.22,1773.15,Yes
CUST02918,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No internet,No,Yes,One year,Yes,Electronic check,62.09,737.51,No
CUST02919,Female,0,No,No,72,Yes,No,No,Yes,No,Yes,No internet,No,No internet,Month-to-month,Yes,Mailed check,63.8,4654.29,No
CUST02920,Male,1,No,No,4,No,Yes,Fiber optic,No,Yes,No internet,No internet,No,No,Month-to-month,No,Electronic check,58.75,220.45,Yes
CUST02921,Female,0,Yes,No,18,Yes,No,Fiber optic,No internet,No internet,Yes,Yes,No internet,Yes,Two year,Yes,Electronic check,62.02,892.74,No
CUST02922,Male,0,No,No,9,Yes,No,Fiber optic,No internet,No,No,No internet,No,No,Month-to-month,Yes,Electronic check,53.89,445.85,Yes
CUST02923,Male,0,No,No,17,Yes,No phone service,Fiber optic,No,Yes,No,No internet,No,No,One year,No,Electronic check,70.6,1198.16,No
CUST02924,Female,0,No,No,19,Yes,No,Fiber optic,No internet,Yes,Yes,No,No internet,No internet,Month-to-month,Yes,Electronic check,51.88,1003.04,Yes
CUST02925,Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,51.07,34.08,Yes
CUST02926,Female,1,Yes,No,25,Yes,No,DSL,Yes,No,No internet,No internet,No,No,Month-to-month,No,Electronic check,85.88,2006.33,Yes
CUST02927,Female,0,No,Yes,24,Yes,No,DSL,No internet,Yes,No,Yes,No,Yes,One year,Yes,Credit card,40.74,1054.52,No
CUST02928,Female,0,Yes,Yes,35,No,No phone service,No,No internet,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card,52.91,1819.85,No
CUST02929,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.62,158.4,Yes
CUST02930,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No internet,Yes,No internet,No,No,Month-to-month,Yes,Electronic check,48.32,213.24,Yes
CUST02931,Male,1,No,No,25,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,85.03,2101.92,No
CUST02932,Male,1,Yes,No,3,Yes,No,No,Yes,No,No,No,No,Yes,Two year,Yes,Credit card,77.57,304.37,No
CUST02933,Male,0,No,No,27,Yes,Yes,DSL,No,Yes,No internet,No,No internet,Yes,Month-to-month,No,Bank transfer,44.03,1220.51,Yes
CUST02934,Male,0,Yes,No,1,Yes,No phone service,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,37.6,0.0,Yes
CUST02935,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,No,No internet,No,No,Two year,No,Credit card,54.64,437.94,No
CUST02936,Female,0,Yes,Yes,45,Yes,No,DSL,Yes,No internet,Yes,Yes,Yes,No internet,Month-to-month,Yes,Credit card,62.36,2787.77,No
CUST02937,Male,0,No,No,35,Yes,No,Fiber optic,No,No internet,No internet,Yes,Yes,No,One year,Yes,Credit card,73.53,2609.8,Yes
CUST02938,Male,0,No,Yes,24,Yes,Yes,No,No,No,No,No internet,Yes,Yes,Month-to-month,Yes,Bank transfer,69.91,1712.98,Yes
CUST02939,Male,0,Yes,Yes,49,Yes,No,DSL,No internet,Yes,Yes,No internet,No,Yes,One year,Yes,Credit card,77.57,3856.72,No
CUST02940,Male,0,Yes,Yes,29,Yes,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,63.75,1930.99,Yes
CUST02941,Male,0,No,Yes,17,Yes,No,DSL,No internet,No,No,No,No,No,One year,Yes,Mailed check,67.14,1152.67,No
CUST02942,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No internet,No,No,No,No,One year,Yes,Credit card,103.9,7653.28,Yes
CUST02943,Male,0,No,No,28,Yes,Yes,DSL,No,No,Yes,No,No internet,Yes,Two year,Yes,Bank transfer,83.53,2404.9,No
CUST02944,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,No,Yes,No internet,No,No,One year,Yes,Mailed check,65.04,1356.61,No
CUST02945,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No internet,No,Two year,No,Mailed check,42.85,547.67,No
CUST02946,Male,1,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No internet,No,No internet,Yes,Two year,No,Bank transfer,84.87,4721.26,No
CUST02947,Female,0,No,Yes,8,Yes,Yes,DSL,No,No,No internet,Yes,No internet,No,Month-to-month,No,Mailed check,64.15,589.22,Yes
CUST02948,Female,0,No,No,0,Yes,Yes,No,No,No,No,Yes,No,No internet,Month-to-month,Yes,Credit card,66.48,0.0,No
CUST02949,Female,0,Yes,No,5,Yes,No,DSL,Yes,No internet,Yes,No internet,Yes,No,One year,Yes,Electronic check,68.5,147.22,No
CUST02950,Female,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No internet,No,No internet,No internet,Two year,Yes,Credit card,58.35,261.67,No
CUST02951,Male,1,No,No,9,Yes,Yes,Fiber optic,No internet,No internet,Yes,Yes,Yes,No internet,Month-to-month,No,Electronic check,67.88,601.04,Yes
CUST02952,Female,0,No,No,41,No,Yes,DSL,Yes,No,No internet,No,No internet,Yes,One year,Yes,Electronic check,78.3,3000.47,No
CUST02953,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet,Month-to-month,No,Credit card,84.41,2082.77,Yes
CUST02954,Female,1,Yes,No,4,Yes,No phone service,Fiber optic,No,No internet,No,Yes,No,No,Month-to-month,No,Electronic check,50.67,276.86,Yes
CUST02955,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No internet,Yes,Yes,No,No internet,One year,No,Credit card,75.4,2682.7,No
CUST02956,Male,0,Yes,Yes,16,Yes,No,No,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,50.28,696.18,No
CUST02957,Male,0,Yes,No,17,No,Yes,DSL,Yes,No internet,No,No,Yes,Yes,One year,Yes,Credit card,76.03,1267.49,No
CUST02958,Male,0,No,No,10,Yes,Yes,No,Yes,Yes,Yes,No internet,No internet,No,Two year,No,Electronic check,54.51,555.7,Yes
CUST02959,Male,0,Yes,No,47,Yes,Yes,No,Yes,No,No,No internet,No,Yes,Month-to-month,No,Electronic check,77.08,3564.44,No
CUST02960,Male,0,No,No,9,Yes,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card,41.93,340.61,Yes
CUST02961,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No internet,Yes,No,No,No internet,No internet,Two year,Yes,Electronic check,44.58,170.32,No
CUST02962,Female,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,No internet,No,No internet,No,No internet,Month-to-month,No,Credit card,93.77,751.59,Yes
CUST02963,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,74.23,2078.6,Yes
CUST02964,Female,0,No,No,25,Yes,No,Fiber optic,No internet,No,Yes,No internet,No,Yes,One year,Yes,Electronic check,65.3,1751.26,No
CUST02965,Male,0,No,Yes,4,Yes,Yes,DSL,No internet,No,No,No,Yes,No internet,Two year,No,Mailed check,72.57,271.8,No
CUST02966,Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,73.63,56.42,No
CUST02967,Male,0,No,No,25,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,61.9,1528.72,No
CUST02968,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No internet,No internet,Month-to-month,Yes,Mailed check,62.05,1542.82,Yes
CUST02969,Male,0,Yes,Yes,10,Yes,No,No,Yes,No internet,No,No internet,No,No,Month-to-month,No,Bank transfer,52.72,528.12,Yes
CUST02970,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet,Two year,Yes,Credit card,66.59,2984.67,No
CUST02971,Female,0,No,Yes,72,Yes,Yes,Fiber optic,No internet,No internet,No,No,No,No internet,One year,Yes,Electronic check,87.52,6244.2,No
CUST02972,Male,0,Yes,Yes,5,Yes,No phone service,Fiber optic,No,No,No,No,No internet,No,Month-to-month,Yes,Electronic check,56.58,252.18,Yes
CUST02973,Male,1,Yes,Yes,20,Yes,No phone service,Fiber optic,No,No,No internet,No,No internet,No,Month-to-month,Yes,Bank transfer,107.84,2097.56,Yes
CUST02974,Male,0,Yes,No,0,No,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,34.42,72.58,No
CUST02975,Male,1,Yes,No,29,Yes,Yes,DSL,No,No,No,No internet,Yes,No internet,Month-to-month,Yes,Bank transfer,54.88,1566.98,No
CUST02976,Female,0,Yes,No,12,Yes,No,Fiber optic,No internet,No internet,No internet,No,No internet,Yes,One year,No,Mailed check,47.18,507.81,No
